id_equipamento,tipo_servico,desc_servico,date_created
9,planejada,Rdaepkg,1/25/2020
6,planejada,Zstxlge,12/9/2019
7,corretivo,Ykvspuv,8/28/2020
3,corretivo,Zxbicxz,10/6/2019
5,preventivo,Kvzvwyj,10/4/2019
9,planejada,Ugukthb,8/19/2020
8,planejada,Qdvdrvp,5/18/2020
7,planejada,Jhokxzn,8/31/2020
8,planejada,Yvakvlr,7/17/2020
7,planejada,Rdqlcqj,6/24/2020
5,corretivo,Ogdiyjd,4/24/2020
2,preventivo,Rbtofgk,5/11/2020
3,planejada,Tmzgdjh,5/19/2020
4,corretivo,Golgnnu,6/18/2020
6,corretivo,Hsrzugs,5/28/2020
10,preventivo,Vyxvkju,4/12/2020
6,corretivo,Ccmbvdf,3/2/2020
2,planejada,Dazpyiy,3/15/2020
6,preventivo,Ugtotew,8/20/2020
4,planejada,Ljyqoxj,4/16/2020
2,corretivo,Ifrkrtb,10/1/2019
2,corretivo,Sogywdm,6/21/2020
1,planejada,Poanqoh,10/7/2019
4,preventivo,Cvwptja,1/19/2020
8,planejada,Ncfmlvq,4/21/2020
7,preventivo,Rchwdbh,12/2/2019
3,corretivo,Ucsnpem,11/1/2019
3,planejada,Kurhcla,2/19/2020
5,corretivo,Xktxkwc,5/13/2020
8,planejada,Zicpshc,8/31/2020
9,planejada,Whmthip,8/11/2020
4,preventivo,Nwxepvr,10/6/2019
2,planejada,Wocqnqx,4/6/2020
5,corretivo,Pieyhfu,6/10/2020
9,preventivo,Yyxvvrr,7/28/2020
10,planejada,Kualeun,7/15/2020
6,planejada,Xubmkyz,4/30/2020
10,planejada,Qhustws,11/8/2019
2,planejada,Pzivsfb,8/3/2020
5,planejada,Errojct,9/26/2020
8,preventivo,Jjyxwvo,7/26/2020
3,corretivo,Cggcezh,8/3/2020
9,planejada,Rbsaqia,8/17/2020
2,preventivo,Itjgehl,3/29/2020
10,corretivo,Popvckd,11/8/2019
8,preventivo,Tyeywgg,7/20/2020
2,planejada,Vbqsfsb,2/7/2020
2,corretivo,Ytewftx,7/27/2020
6,planejada,Hunflql,8/9/2020
3,corretivo,Fosdmyg,6/23/2020
4,corretivo,Xxoekac,3/27/2020
10,corretivo,Hypvdfw,12/24/2019
3,corretivo,Guddsne,12/27/2019
10,planejada,Eyyrhsd,7/15/2020
4,corretivo,Neelban,5/16/2020
2,preventivo,Sglwqyz,8/26/2020
8,corretivo,Pfwgkbg,8/8/2020
8,corretivo,Wrlrcau,9/24/2020
9,planejada,Cbqxwfk,1/21/2020
6,corretivo,Xsnbzrq,10/14/2019
1,preventivo,Gtofvfw,6/21/2020
7,preventivo,Buonmlg,1/18/2020
2,preventivo,Maeughv,10/1/2019
2,corretivo,Qdjdbjv,8/22/2020
3,preventivo,Kdgywgt,12/19/2019
2,preventivo,Aajcfkz,3/13/2020
2,planejada,Svbbbxe,9/3/2020
6,corretivo,Cjpukzt,2/11/2020
6,preventivo,Tbjpafj,10/2/2019
10,planejada,Nfjoayo,1/4/2020
2,planejada,Fulsvet,10/14/2019
10,preventivo,Nphrtmp,10/30/2019
7,planejada,Pprldkk,11/13/2019
5,corretivo,Ebehepf,12/2/2019
3,preventivo,Fflmwqu,3/31/2020
7,planejada,Eqxwpgg,6/30/2020
3,preventivo,Ohnbrkw,9/15/2020
5,corretivo,Cchrade,9/19/2020
6,preventivo,Nayunvu,11/17/2019
3,planejada,Hnknvxj,7/14/2020
6,corretivo,Ybbsncj,5/30/2020
4,preventivo,Hsuhelh,12/24/2019
2,planejada,Znwunpt,12/29/2019
1,corretivo,Biblmzx,11/12/2019
6,corretivo,Seeynhh,1/15/2020
5,preventivo,Bkhrmmu,10/7/2019
4,corretivo,Ulzbeff,7/17/2020
5,corretivo,Minxhqy,3/17/2020
9,corretivo,Bxuvjfe,12/2/2019
9,preventivo,Ynqmcvw,1/4/2020
4,corretivo,Ggjdaen,7/26/2020
7,preventivo,Pfnxsmf,1/26/2020
4,planejada,Jpsnond,7/2/2020
8,corretivo,Pfofiit,9/6/2020
9,planejada,Hiqznqk,10/25/2019
3,planejada,Evqdoko,7/2/2020
7,planejada,Wqynxsd,8/17/2020
7,preventivo,Lmthwly,7/6/2020
6,preventivo,Xdngcug,2/20/2020
10,planejada,Fjxstmz,1/6/2020
1,preventivo,Qudiygd,5/28/2020
9,preventivo,Bqapxad,10/8/2019
6,planejada,Xnswknv,1/1/2020
4,corretivo,Pmpdyew,8/30/2020
8,preventivo,Rfgmhiq,9/9/2020
1,corretivo,Xrkalqw,2/12/2020
6,planejada,Fqgwzlv,5/23/2020
4,planejada,Ddpahtw,8/30/2020
8,preventivo,Svgalwx,5/3/2020
8,planejada,Vtbwpoo,7/15/2020
2,preventivo,Dsxkgqs,10/8/2019
8,preventivo,Osyhhzn,9/7/2020
3,preventivo,Sunyras,2/24/2020
3,planejada,Chfbnis,2/28/2020
7,planejada,Brftqxt,7/17/2020
4,corretivo,Xyferjd,4/29/2020
1,planejada,Airbtec,8/10/2020
7,preventivo,Muxabir,3/3/2020
6,planejada,Ljpuqrb,12/9/2019
8,preventivo,Dhqhxpc,8/8/2020
3,planejada,Qjzxbtt,4/24/2020
9,preventivo,Xjadvge,1/29/2020
1,corretivo,Dabpuig,5/16/2020
1,planejada,Ihokefh,5/12/2020
2,corretivo,Pttygwe,5/22/2020
3,corretivo,Lbhsnfu,8/16/2020
4,corretivo,Szmwncp,2/1/2020
1,preventivo,Jissuzx,9/18/2020
9,corretivo,Fpepcip,12/16/2019
7,preventivo,Rfixmzq,7/6/2020
2,planejada,Rlhktzu,8/9/2020
5,planejada,Szrvbmd,12/21/2019
6,corretivo,Dnrtlcp,9/29/2020
9,corretivo,Qzsbhjf,4/13/2020
1,preventivo,Krrbbyb,10/20/2019
10,preventivo,Tcpeprj,2/6/2020
8,preventivo,Cuubrfi,3/24/2020
3,planejada,Qmucyuz,1/11/2020
4,preventivo,Cqlnhsp,9/23/2020
4,corretivo,Blotgbg,12/17/2019
9,preventivo,Gjswduq,2/5/2020
9,preventivo,Vxxcnpp,5/10/2020
4,planejada,Misfgaa,12/12/2019
10,preventivo,Pzulnkt,12/4/2019
10,corretivo,Yvtpdbx,4/9/2020
6,corretivo,Sjtvazf,4/18/2020
10,preventivo,Ioohisp,4/2/2020
5,preventivo,Mwrsjwz,8/21/2020
5,corretivo,Xbghkwd,7/22/2020
1,corretivo,Aamsgxc,1/25/2020
8,corretivo,Hystjek,6/25/2020
8,corretivo,Ykqfope,8/25/2020
6,corretivo,Oxymxfz,6/2/2020
9,corretivo,Hssluni,3/2/2020
3,corretivo,Lgoezdm,3/10/2020
9,planejada,Wkihrjv,10/27/2019
10,preventivo,Xvosnlq,1/12/2020
3,planejada,Bqjqygj,6/18/2020
3,preventivo,Lvsqucs,7/14/2020
3,corretivo,Epvuhod,12/6/2019
10,corretivo,Sldbisa,2/3/2020
8,corretivo,Rracdid,10/30/2019
2,corretivo,Knfyeeb,1/7/2020
8,planejada,Rdlbghe,4/14/2020
9,corretivo,Vwpuvkq,5/30/2020
8,planejada,Jgyjkmd,1/18/2020
4,preventivo,Oqaefob,3/26/2020
8,corretivo,Tyydmqd,11/5/2019
4,planejada,Paoohki,8/19/2020
3,corretivo,Lryaztw,12/21/2019
5,preventivo,Lfbaobm,1/10/2020
7,planejada,Dmgifcu,12/26/2019
1,corretivo,Yaiadwp,3/9/2020
3,planejada,Peykjrb,8/3/2020
4,corretivo,Enrgwkv,6/8/2020
5,planejada,Qfyefaz,3/25/2020
8,corretivo,Clujahc,12/24/2019
5,preventivo,Vuvnnvh,8/6/2020
3,planejada,Ybvegiv,12/11/2019
10,corretivo,Gzllhgi,9/18/2020
5,preventivo,Euexbay,2/15/2020
4,preventivo,Eqrwasg,3/6/2020
10,planejada,Kjmrceo,8/30/2020
6,preventivo,Jdqfvyy,8/16/2020
5,planejada,Hhkazjn,1/26/2020
1,planejada,Orcvfiu,5/24/2020
2,corretivo,Mwedvsv,6/30/2020
9,planejada,Gbgzlmq,11/18/2019
9,corretivo,Zuafxoz,10/16/2019
2,corretivo,Wdgmwyy,1/30/2020
6,preventivo,Qujvomq,7/25/2020
2,preventivo,Dnpsdbx,6/22/2020
9,planejada,Ffkphfi,1/1/2020
10,preventivo,Oxwicpb,3/13/2020
1,corretivo,Fejoicr,5/21/2020
8,planejada,Suohfpo,7/30/2020
9,planejada,Spoamot,11/6/2019
8,corretivo,Rxfgjui,6/13/2020
8,preventivo,Yacpgzt,2/15/2020
2,planejada,Gsyzmdq,9/25/2020
3,corretivo,Xcwhscn,8/14/2020
6,planejada,Thdhzuc,3/16/2020
7,planejada,Hqneiws,10/9/2019
5,planejada,Azuheso,7/20/2020
2,corretivo,Lfeqguj,6/25/2020
7,planejada,Vtbgqww,11/5/2019
9,preventivo,Uudtwgf,11/30/2019
6,planejada,Ngfgvee,11/17/2019
2,preventivo,Rgkdjds,3/15/2020
1,planejada,Mpihvri,10/13/2019
9,planejada,Ezqivel,7/14/2020
6,planejada,Pbylply,9/13/2020
2,planejada,Fxgfpex,2/8/2020
2,corretivo,Zkkcljo,4/23/2020
8,preventivo,Qdfwpsn,4/4/2020
8,preventivo,Dcapnpa,5/16/2020
8,preventivo,Mslofgu,5/29/2020
1,preventivo,Iijmguc,4/8/2020
1,planejada,Dbwbqzj,4/16/2020
7,corretivo,Aihyjkb,1/28/2020
5,preventivo,Dpsotrs,12/18/2019
10,preventivo,Ciecxgi,1/24/2020
8,corretivo,Lvzvvty,1/21/2020
6,corretivo,Dirrvfc,5/6/2020
9,corretivo,Cxxopmo,1/11/2020
5,planejada,Agghvtt,6/21/2020
6,planejada,Esoirwb,12/2/2019
9,corretivo,Wvhkwav,8/2/2020
1,preventivo,Ihngsfk,1/14/2020
5,corretivo,Feitnim,3/31/2020
1,planejada,Hpbcgvg,6/30/2020
5,planejada,Olxiagq,6/7/2020
8,preventivo,Uimseku,4/21/2020
10,preventivo,Jgrmjby,9/27/2020
5,preventivo,Eonzfra,7/21/2020
4,corretivo,Fuovusx,10/11/2019
10,corretivo,Slyavsn,3/7/2020
7,planejada,Timzonc,9/5/2020
5,corretivo,Qphirls,12/29/2019
6,preventivo,Tlhmhhp,8/6/2020
5,planejada,Juxnwhc,1/2/2020
7,preventivo,Ecsngui,8/25/2020
2,preventivo,Nfpxtvk,9/18/2020
1,planejada,Couycbi,5/2/2020
8,preventivo,Evvhbme,11/4/2019
6,planejada,Gpfzetr,6/30/2020
6,planejada,Kdwsjen,9/29/2020
7,planejada,Okghzqv,12/22/2019
10,corretivo,Kkqodid,5/9/2020
8,corretivo,Ejdxdqe,8/22/2020
4,preventivo,Ytvdwyi,6/20/2020
4,preventivo,Oohdjcz,5/16/2020
2,corretivo,Puhwinc,12/21/2019
8,corretivo,Zfoqeki,1/24/2020
5,preventivo,Tlteqyj,7/22/2020
9,planejada,Oikishi,4/28/2020
10,planejada,Qzvoahe,3/12/2020
9,corretivo,Znwifel,5/5/2020
2,corretivo,Krjoyxz,2/25/2020
6,preventivo,Egyjbiu,11/12/2019
4,corretivo,Ntzoirg,1/31/2020
5,planejada,Nsnzoom,7/6/2020
9,corretivo,Oqqlzuj,10/16/2019
7,corretivo,Wmgqyky,11/22/2019
5,corretivo,Fbbpnyf,8/3/2020
2,corretivo,Pwgwtwl,6/16/2020
5,corretivo,Gfftoav,3/2/2020
1,corretivo,Mhcduiq,3/25/2020
9,preventivo,Jslysxe,8/24/2020
9,preventivo,Liyywex,7/22/2020
1,preventivo,Hoeufjm,5/23/2020
6,preventivo,Ovjxnky,12/14/2019
6,preventivo,Xknlgow,6/4/2020
1,preventivo,Pjfnong,4/4/2020
10,corretivo,Rtvkhri,2/16/2020
8,planejada,Ikiytac,6/6/2020
9,preventivo,Avtccbl,3/27/2020
4,corretivo,Wtfrjuz,10/15/2019
1,preventivo,Zficyae,7/29/2020
3,planejada,Pbgoezr,5/28/2020
8,corretivo,Slrxrel,5/28/2020
9,corretivo,Pxretvd,1/17/2020
2,planejada,Kiffeqc,3/6/2020
2,planejada,Bvsqjxg,11/18/2019
1,corretivo,Giuhrur,4/21/2020
9,corretivo,Umoojsh,3/11/2020
3,preventivo,Utqucuy,3/5/2020
1,corretivo,Ftvgcrl,2/4/2020
10,corretivo,Lluaizu,2/28/2020
6,preventivo,Dpfgjxs,9/11/2020
3,preventivo,Lalbzfz,7/29/2020
4,preventivo,Emjooeb,4/17/2020
10,preventivo,Omwtmdk,9/4/2020
10,preventivo,Hnidapt,11/9/2019
6,preventivo,Ieffrfb,12/7/2019
6,corretivo,Kbolevn,5/17/2020
8,corretivo,Ktxihyw,12/4/2019
2,preventivo,Gcdwbtq,4/29/2020
8,corretivo,Wflezoj,2/11/2020
1,corretivo,Ntcusfr,6/10/2020
4,preventivo,Ycqwply,11/16/2019
6,corretivo,Xojfsio,4/7/2020
3,corretivo,Stzvyye,5/16/2020
2,preventivo,Lvfxzks,5/3/2020
9,planejada,Jqtwlpj,3/25/2020
5,planejada,Irxlkol,12/3/2019
7,planejada,Kolvxcj,8/16/2020
7,preventivo,Oewwwsy,4/17/2020
1,planejada,Dvpnsqd,1/28/2020
6,corretivo,Phkwcrh,8/1/2020
6,preventivo,Ueosszz,1/25/2020
4,corretivo,Gwojcrl,3/29/2020
7,corretivo,Gdfulef,10/5/2019
3,planejada,Zhzxoky,2/15/2020
7,corretivo,Ibpdnfi,6/12/2020
6,corretivo,Sslxkht,5/30/2020
8,preventivo,Zfobwoz,3/2/2020
6,preventivo,Xemwxwd,6/23/2020
6,preventivo,Wlhquyy,1/20/2020
8,preventivo,Jlpvhbz,5/4/2020
3,corretivo,Ethggho,12/16/2019
8,corretivo,Nktemlw,11/23/2019
8,corretivo,Sziiine,3/6/2020
1,corretivo,Rtundmv,12/11/2019
7,preventivo,Arjvmxv,11/16/2019
7,corretivo,Kxpdfgq,1/31/2020
10,corretivo,Tvunnfm,10/10/2019
10,preventivo,Btdtnek,8/28/2020
4,corretivo,Ukxenls,12/27/2019
9,preventivo,Uuhmtgm,10/13/2019
9,corretivo,Zjvriti,6/25/2020
4,corretivo,Ozmsytu,2/17/2020
3,corretivo,Srofsbf,8/29/2020
8,corretivo,Pkznzld,6/5/2020
6,preventivo,Tbbtzam,6/19/2020
2,corretivo,Deywkqv,7/23/2020
2,preventivo,Fmqksoe,9/20/2020
4,planejada,Xuvfxdv,9/30/2019
1,preventivo,Ezxyhjj,3/11/2020
2,corretivo,Isjkrso,2/5/2020
7,corretivo,Tgilvhk,2/12/2020
7,corretivo,Pkxtajx,9/6/2020
8,corretivo,Ptrufby,10/5/2019
7,planejada,Uyqowfd,7/30/2020
10,corretivo,Spwtezz,6/16/2020
7,corretivo,Wjvjhwn,2/15/2020
10,corretivo,Dpmzrhr,10/26/2019
6,preventivo,Uxpxbnp,11/16/2019
